join 10311773 10353154
join 16485812 10379978
join 15114051 10393362
join 12442504 10394269
join 13984466 10511996
join 4011730 10542370
join 7853671 10550782
join 5280725 10577981
join 12787298 10801818
join 10309999 10842519
join 15187778 10941600
join 8209103 10991793
join 6842031 11001798
join 3887799 11021796
join 12743775 11068842
join 3879877 11102046
join 3598318 11161021
join 2923807 11253558
join 3336630 11383148
join 4293341 11388418
join 8701661 11594160
join 15126246 11636349
join 2189948 11637147
join 180396 11728998
join 12143344 11735807
join 1417703 11763980
join 981002 11791791
join 7976883 11825119
join 4871380 11870895
join 15482293 11891682
join 4734116 12071491
join 7116273 12183709
join 6173429 12225700
join 10267589 12256506
join 8629176 12290566
join 10053941 12299066
join 6088787 12503743
join 331739 12545229
join 12032727 12587608
join 6478765 12796959
join 11002531 12846080
join 1175548 12891296
join 746059 12911485
join 3029352 12947845
join 4239897 13013493
join 6455379 13149653
join 4319385 13187194
join 529233 13199916
join 6834517 13228075
join 3225658 13254521
join 8580537 13259412
join 16017316 13273439
join 4905355 13281494
join 6170844 13283045
join 83975 13561876
join 7559724 13578819
join 3768862 13603676
join 6292825 13642835
join 1110487 13721593
join 10132361 13756850
join 11056607 13825421
join 14324399 13826102
join 13382178 13831334
join 9091591 13838640
join 8873239 13933722
join 2125957 13952263
join 8819634 14144908
join 15345885 14295393
join 937896 14307441
join 13885857 14383286
join 611907 14551189
join 12108379 14627941
join 13403638 14708508
join 8895693 14848616
join 10946166 14857309
join 3087294 14977832
join 2061364 15047819
join 3824334 15244317
join 15488110 15249286
join 2105805 15264979
join 8455959 15312616
join 8260694 15395260
join 5597820 15606245
join 14223367 15660172
join 11568878 15716736
join 7557589 15740279
join 16000375 15759488
join 16561557 15865039
join 4512740 15882091
join 10363707 15921630
join 10930873 15926540
join 3907248 15939798
join 14085479 15955138
join 11658564 16001620
join 3870291 16017871
join 3603292 16029747
join 1218916 16048244
join 12824628 16069034
join 1916135 16123072
join 13352454 16152515
join 4825574 16165621
join 8888584 16249684
join 7021580 16334981
join 16675531 16374569
join 575743 16397050
join 10216011 16426544
join 6935808 16449169
join 7721638 16459500
join 5077627 16541969
join 263230 16653770
join 16367357 16691486
join 4496953 16779545
join 15730509 16961459
join 7625795 17167148
join 10815147 17344744
join 14354443 17427825
join 8333861 17432033
join 2912239 17489242
join 15138737 17494555
join 10112546 17601753
join 13072577 17605679
join 10443882 17698840
join 897387 17797670
join 7475241 17947186
join 3991292 18009132
join 14922933 18055561
join 11604994 18148216
join 4390492 18259109
join 3187037 18286895
join 11427716 18306920
join 16217322 18317768
join 12865690 18355102
join 15470755 18401256
join 6352193 18404940
join 1811268 18416521
join 12769541 18417649
join 3238867 18424833
join 1337799 18482317
join 7824513 18566330
join 10111268 18604957
join 16551512 18625992
join 15397240 18668529
join 10899657 18691822
join 5160361 18794896
join 15026804 18805383
join 11311664 18806063
join 8815805 18814952
join 5463662 18864063
join 6400853 18912295
join 4564405 18933329
join 11503380 18976193
join 6318752 19180534
join 6992939 19188292
join 2101286 19235359
join 16469591 19242811
join 9856044 19261864
join 3692325 19263802
join 10845962 19304768
join 11486585 19313140
join 11901461 19315962
join 15817186 19348612
join 7425869 19406099
join 13836048 19451625
join 15365121 19467441
join 7928171 19562171
join 11671807 19662484
join 3709042 19773113
join 619368 19930711
join 8869895 19957686
join 8742220 20066834
join 14933209 20107193
join 8028943 20240429
join 10297117 20372773
join 16440301 20497524
join 1326797 20570081
join 14742661 20592405
join 1223240 20821787
join 8222544 20889900
join 1503629 20896381
join 1741758 20950474
join 9962761 20985030
join 12086137 20998455
join 14626910 21010736
join 7596570 21027415
join 15426160 21082314
join 15281861 21083902
join 1382622 21096577
join 15430472 21153160
join 8631278 21174889
join 16686227 21181234
join 9880888 21212532
join 10324844 21220660
join 3265770 21245422
join 9386201 21380358
join 8580623 21455826
join 14201201 21480459
join 7764310 21615531
join 15437972 21649590
join 5438413 21715275
join 12333595 21774451
join 5818901 21859178
join 892295 21885394
join 594613 21936137
join 2104048 21937784
join 14639109 21973664
join 2406751 22100885
join 16664731 22147280
join 2069694 22163836
join 14501769 22264130
join 7922686 22287021
join 5806640 22345740
join 8071345 22414352
join 14856794 22427077
join 2407741 22481865
join 12989429 22575592
join 7605349 22583353
join 8802362 22710039
join 9232639 22750852
join 8043197 22785630
join 1845651 22809148
join 13349747 22871800
join 13647873 22954152
join 206783 22968371
join 16390550 22972285
join 10396248 22980180
join 4236513 23028199
join 12882692 23030288
join 12996624 23048875
join 2262745 23074408
join 14480263 23079530
join 13368486 23085247
join 506073 23154290
join 13806041 23222378
join 14790608 23255012
join 4298184 23326788
join 10977113 23327294
join 4111447 23504801
join 14107980 23550388
join 6788123 23631818
join 2249568 23643882
join 4480119 23866996
join 16610045 23924017
join 2016724 24125325
join 11547866 24141421
join 11456603 24223392
join 2754428 24259109
join 14559310 24303185
join 13441507 24401473
join 12999213 24423675
join 16660159 24446571
join 11313944 24654986
join 1390898 24681081
join 1930612 24686121
join 2966407 24690876
join 12442977 24730148
join 9125891 24800245
join 11702057 25084944
join 731475 25122587
join 5010958 25134662
join 1221036 25153388
join 4753039 25154505
join 7738219 25240897
join 7235965 25354283
join 14123270 25434553
join 15857410 25529313
join 3978145 25540144
join 8089055 25568870
join 9042314 25637232
join 4090706 25668160
join 1961187 25688223
join 447481 25689100
join 16679564 25713954
join 3268584 25733317
join 9091106 25929877
join 12913166 25972251
join 7969888 26001452
join 14287607 26177713
join 3424125 26181663
join 3333402 26257421
join 8204320 26442290
join 14776394 26558624
join 12807736 26577825
join 774294 26638644
join 16107902 26710411
join 304340 26784688
join 4621469 26938523
join 12378953 27124839
join 12901362 27203478
join 5157642 27207660
join 7149863 27277766
join 15527394 27431521
join 2182584 27437762
join 14050644 27452892
join 1006927 27518655
join 6376889 27717826
join 3020428 27753801
join 4616498 27834433
join 10464302 27837926
join 4123783 27906045
join 10255793 27938334
join 11086862 28018256
join 5179947 28025467
join 2623865 28080644
join 5558921 28233914
join 6519345 28280010
join 9075102 28296673
join 11051321 28366157
join 1530094 28390095
join 87179 28432142
join 8931580 28545483
join 11748270 28602708
join 10840137 28623055
join 11002958 28624548
join 4978344 28703142
join 14322212 28709355
join 2777650 28715143
join 13334185 28755016
join 15320459 28799769
join 9261691 28802772
join 6962343 28887282
join 33733 28890954
insert 2027215 11085055 29010999
insert 3232863 2632588 29011465
insert 13885857 11564169 29011923
insert 11639518 6738962 29015974
insert 15022876 964704 29016384
insert 7559724 16091446 29016452
insert 10309999 2091880 29016691
insert 15022876 10049478 29017889
insert 10661497 2533954 29019427
insert 10930873 1537776 29020205
insert 937896 5811122 29020978
insert 5679535 11614564 29023082
insert 15437972 3177811 29024359
insert 16664731 6489329 29024391
insert 12032727 9388399 29025385
insert 13984466 488597 29026235
insert 5253109 6822933 29027185
insert 3225658 9714238 29027856
insert 3692325 11786379 29030062
insert 9023140 4043647 29031404
insert 8333861 12338360 29032445
insert 8222544 14373774 29032802
insert 15320459 10237068 29033739
insert 5179947 6392312 29034282
insert 3110916 13679643 29034314
insert 12333595 3071855 29034954
insert 5859891 5668374 29035540
insert 6400853 13323846 29035577
insert 2104048 7804297 29036189
insert 14569175 9989107 29037597
insert 15187778 3134795 29038319
insert 47586 15103632 29039828
insert 7559724 14973775 29042381
insert 16518358 14309392 29042755
insert 9438411 3072230 29045428
insert 11658564 15781425 29045550
insert 5138681 1419558 29048246
insert 12410734 12410160 29049149
insert 3991292 8471060 29050761
insert 14559310 8913429 29051169
insert 14447276 15275044 29052515
insert 4825574 16589812 29053320
insert 10111268 7695080 29054378
insert 13686515 8545876 29055806
insert 2923807 8854315 29058186
insert 5719270 1231578 29059474
insert 3232863 2943480 29061005
insert 7764310 4035738 29062205
insert 3020428 14222590 29065408
insert 3187037 11735985 29066013
insert 5010958 619569 29068579
insert 2616385 9988919 29068591
insert 9856044 3886162 29068615
insert 7969888 9325583 29069447
insert 10249703 15922279 29069504
insert 5719270 3801460 29070254
insert 15345885 9589416 29070860
insert 9232639 5400087 29071187
insert 6788123 4557322 29071226
insert 15187778 14865417 29071437
insert 3225658 12759049 29072113
insert 746059 1373013 29072719
insert 4734116 12588158 29074678
insert 12999213 11046613 29075665
insert 13349747 11057768 29075739
insert 5244211 15693856 29075869
insert 14480263 7181868 29078132
insert 10363707 3718581 29078524
insert 611907 936938 29078526
insert 14409409 7307999 29079838
insert 2262745 14967980 29081701
insert 16485812 5637491 29081789
insert 13403638 12683563 29081791
insert 5010958 10246841 29082081
insert 206783 6873204 29082981
insert 7425869 11416966 29085709
insert 2407741 8332490 29092945
insert 16017316 563256 29093791
insert 3225658 8922220 29094221
insert 15426160 14077539 29094568
insert 7738219 10987984 29096520
insert 1845651 273124 29099900
insert 8043197 8699094 29100894
insert 14085479 6597625 29102965
insert 3020428 3294300 29103270
insert 890481 14711397 29105190
insert 890481 11095948 29105379
insert 746059 2037366 29106507
insert 1196610 9712957 29107536
insert 13647873 5125610 29107653
insert 14050644 3140743 29107970
insert 8931580 16517404 29108929
insert 7207590 13074176 29109846
insert 6292825 5399216 29109931
insert 6483949 4539138 29111098
insert 817228 4774495 29111776
insert 15047505 5021926 29112732
insert 10946166 12463301 29115818
insert 1930612 14039986 29117607
insert 15437972 10688918 29117899
join 9718097 29179462
find 13352454 10237068 29179574
find 3013974 11786379 29179653
find 15345885 4557322 29180518
find 2182584 2037366 29180518
find 5929256 7695080 29182141
find 10112546 11735985 29182203
find 12400955 8913429 29183027
find 8931580 11046613 29183275
find 16660159 14711397 29183762
find 15059192 10987984 29183879
insert 3879877 13051732 29184377
find 11503380 16517404 29185235
find 14447276 10049478 29185372
find 10216011 3886162 29185426
find 3333402 3718581 29185587
find 16192350 3177811 29185679
find 87179 14711397 29187101
join 10994983 29191450
insert 3837263 16388500 29191943
join 10641597 29192703
find 6292825 9989107 29192855
find 2461677 4035738 29193989
find 2741346 3718581 29194526
insert 3870291 7827094 29194690
find 1811268 13074176 29194719
find 14287607 14222590 29195062
find 15488110 6597625 29195707
find 529233 8854315 29195802
find 1382622 1373013 29195865
leave 13743186 29195904
find 6650361 9589416 29196523
find 3568447 2533954 29198010
join 11785421 29200197
find 3232863 3140743 29200304
find 581895 2037366 29201619
find 8631278 1231578 29201796
insert 4011730 16059130 29202437
join 15216988 29202947
leave 5758851 29203634
find 1530094 12759049 29203665
join 10950242 29206055
leave 1337799 29206279
find 3824334 14309392 29208137
find 11359012 13323846 29208287
find 1741758 2037366 29208368
find 4236513 8471060 29210335
find 83975 11085055 29210598
join 16127974 29210679
join 296413 29211247
join 2218411 29212814
find 13421510 4539138 29213026
find 15047505 1537776 29213661
find 8222544 3886162 29214281
insert 14559310 3949663 29214739
find 2249568 2091880 29215947
find 16430450 12759049 29216091
find 14914746 3294300 29217515
find 4616498 16091446 29218836
find 87179 14373774 29221046
find 8084587 5811122 29222538
find 4390492 8922220 29227965
find 9261691 4774495 29228585
find 10840137 3072230 29228746
find 7969888 1231578 29230543
find 4769912 619569 29230584
leave 14085479 29231914
join 8390676 29233032
find 8815805 14865417 29233276
find 7721638 1231578 29234393
find 8089055 16388500 29236032
join 13021281 29236512
find 7116273 1537776 29236626
find 13735039 6873204 29236755
leave 11456603 29236900
find 3424125 9988919 29237675
find 2461677 9325583 29239038
find 7764310 15103632 29241354
find 8629176 8471060 29241602
find 3424125 14222590 29242223
find 9042314 3801460 29242431
find 14123270 13679643 29242676
find 13875766 10049478 29242949
join 9448124 29242976
find 8043197 2943480 29244514
find 2742215 11786379 29244654
find 897387 5637491 29244729
find 8333861 2091880 29247186
find 4123783 11085055 29248003
find 4090706 5811122 29248311
find 15888832 5400087 29248726
find 5180346 12759049 29250289
find 9438411 9388399 29250373
find 581895 964704 29251608
leave 9880888 29251683
find 581895 10987984 29251724
find 1503629 1231578 29252046
find 7452411 15693856 29252799
find 206783 7695080 29252878
find 8260694 6489329 29252940
insert 9474644 5450830 29253624
leave 10899657 29254434
insert 3870291 15370539 29255038
insert 4293925 15464891 29255586
find 7824513 8471060 29255679
find 13836048 6738962 29260021
find 4480119 7804297 29260445
leave 12989429 29260668
find 12482782 8545876 29260719
find 594613 5021926 29261579
find 746059 2943480 29262786
find 2101286 15103632 29262843
find 4621469 14373774 29263312
find 15857410 15370539 29263376
find 4298184 964704 29263991
find 4298184 5125610 29264432
find 1613261 273124 29269880
find 6992939 3140743 29269890
insert 221049 9408791 29271712
join 14238407 29271768
find 14501769 10049478 29272344
find 4123783 1231578 29272636
find 841785 15922279 29273360
find 3441326 11095948 29273538
find 8994466 16091446 29274426
find 1223240 3886162 29277598
insert 2104048 12946693 29277771
find 1811268 11416966 29278062
insert 2104048 9775664 29278796
join 16734231 29279074
find 4293925 6738962 29280962
join 5772179 29283951
find 9856044 12463301 29284847
find 3268584 10049478 29285768
find 1221036 12759049 29287522
find 8464827 15922279 29287812
find 8089055 9388399 29288550
find 6788123 15370539 29288591
find 12988133 9589416 29288663
find 1930612 5125610 29289860
find 3709042 14039986 29290376
find 5558921 7181868 29290805
find 7376350 12759049 29290961
find 16021371 5021926 29291737
find 10249703 14077539 29291799
find 15365121 8471060 29291946
find 12442977 563256 29292057
join 8407956 29292323
find 2742215 9325583 29293494
join 7270689 29293710
find 11037939 14711397 29294361
find 13417915 11564169 29294582
find 10255793 7307999 29294680
find 3225658 9989107 29294842
insert 13417915 201521 29296140
find 15430472 7695080 29297349
find 7721638 14973775 29297398
find 8631278 7181868 29298279
find 7853671 10987984 29298301
find 5438413 8471060 29298839
find 4978344 9408791 29299132
find 1613261 12683563 29299803
find 10845962 15922279 29300577
find 4753039 7695080 29301320
find 15817186 15103632 29301974
find 1961187 15922279 29302700
find 11593653 2533954 29303778
find 6088787 6489329 29303812
find 10803449 9388399 29304532
find 8043197 2943480 29305411
find 14287607 7804297 29306039
find 15026804 488597 29306252
insert 331739 15589576 29307170
find 8629176 16091446 29308078
find 13417915 14309392 29308428
find 7116273 3071855 29308879
find 13984466 14711397 29309415
find 7459070 9589416 29310927
find 16664731 1231578 29313054
find 1218916 11085055 29313772
find 4616498 8545876 29313797
find 4239897 5399216 29314594
find 10661497 15693856 29315024
leave 506073 29315505
join 2797478 29318139
find 12252060 11085055 29318264
find 12410734 3177811 29318355
find 3087294 4539138 29318450
find 2262745 5399216 29319703
find 14597011 11564169 29321709
find 7475241 11564169 29323087
find 575743 12588158 29323337
find 1382622 5637491 29323744
find 15397240 9712957 29326568
find 7969888 6392312 29326851
find 11104799 3886162 29327567
find 15403848 4043647 29327703
find 13804272 16517404 29328290
find 9448124 7695080 29328469
find 6376889 15781425 29329196
find 10255793 2943480 29329529
find 2710744 7181868 29329962
find 16390550 4539138 29331766
find 14196749 2533954 29331911
find 16648348 11057768 29332319
join 6469564 29332933
find 2461677 10049478 29334025
find 13021281 10049478 29334410
find 5305955 15589576 29334751
find 8179462 16388500 29335173
find 1326797 8332490 29336110
find 15320459 12463301 29336611
insert 11200919 12764658 29337054
find 9474644 3072230 29337492
find 5280725 11057768 29338268
find 5160361 11046613 29339054
join 9242407 29339397
find 14639109 13679643 29340572
join 15300026 29342942
find 746059 10987984 29343084
find 5244211 13074176 29343453
find 3887799 14865417 29343551
insert 14287607 9205171 29344855
find 12378953 8545876 29344970
find 9438411 9775664 29345042
insert 1382622 7466892 29346155
find 12442504 11564169 29346365
find 16686227 14309392 29346546
find 8750801 16517404 29346558
find 2616385 16091446 29347136
find 14922933 2943480 29348359
join 13088573 29348886
find 13368486 9988919 29349565
find 10012144 1537776 29352178
find 529233 8913429 29352245
find 11785421 16517404 29353369
find 14287607 11735985 29355740
find 892295 201521 29356527
join 9275591 29356570
find 12832808 10237068 29360175
find 9242407 15464891 29360755
leave 1869403 29363521
insert 9275591 10679202 29364327
find 9042314 9712957 29364850
find 2797478 14373774 29365370
find 8888584 14077539 29365634
find 15397240 3071855 29366081
find 9607539 4043647 29366432
leave 7459070 29366657
join 3210877 29366776
leave 4825574 29369064
leave 4769912 29369352
find 8407956 12946693 29369803
join 1993380 29369988
join 11139184 29370529
find 8464827 15781425 29371934
find 5179947 8332490 29373182
find 7976883 12588158 29375426
leave 3265770 29376465
insert 5244211 5999956 29377366
find 6469564 15693856 29377901
find 16127974 15103632 29377961
join 12829374 29378331
find 4616498 12946693 29379266
find 9023140 12588158 29380177
find 897387 7695080 29380717
join 10450088 29381004
find 11086862 2632588 29381070
find 11568878 15103632 29381125
find 11639518 11614564 29381127
find 16686227 6738962 29382239
find 11002958 16059130 29385515
find 10249703 9714238 29386542
insert 5438413 9876844 29387080
find 11593653 14973775 29387742
find 15403848 10246841 29389231
join 14791251 29389405
find 690372 8922220 29389582
join 6281264 29390485
leave 15126246 29391545
join 21901 29393142
find 7104040 11046613 29394732
find 16430450 9714238 29394828
find 6088787 8332490 29395665
find 13834389 7181868 29395936
find 4794260 3072230 29397445
insert 12442504 8769190 29397647
leave 13349747 29398267
find 4621469 11046613 29398807
find 8028943 16589812 29401606
find 13382178 4774495 29402048
find 11593653 1373013 29402214
find 9232639 13051732 29402283
find 11002958 3294300 29402355
leave 11785421 29402607
find 14223367 619569 29402720
find 39560 201521 29407085
find 6352193 11786379 29407898
find 14238407 4539138 29409266
join 38994 29409919
find 1006927 12410160 29410178
find 841785 12759049 29411029
join 3792572 29411834
leave 15427400 29411835
find 611907 10246841 29412504
find 6478765 5811122 29413192
join 1402036 29413616
insert 3268584 3669514 29414859
find 7605349 16589812 29414960
find 774294 9388399 29416885
find 15888832 14077539 29417590
find 11901461 11095948 29418623
find 8179462 4557322 29420608
find 12378953 12946693 29420994
find 7270689 12463301 29421562
find 2339532 1419558 29421677
find 6318752 11057768 29421861
find 11486585 14373774 29422342
find 1930612 3718581 29422499
join 4606112 29423042
find 8873239 9988919 29423475
find 14447276 3072230 29425454
find 5656824 12759049 29425622
find 10363707 4539138 29427165
find 12032727 14222590 29428073
insert 2281765 5913560 29428107
find 11834375 3801460 29428213
find 7764310 9408791 29428507
find 12180606 563256 29429756
find 10464302 9876844 29430096
find 13382178 15589576 29431348
find 15426160 13679643 29431357
find 6352193 5400087 29432953
leave 14559310 29433272
find 1403565 9988919 29433758
find 5253109 1231578 29434039
find 14742661 14967980 29434853
find 8455959 5637491 29435707
find 12832808 14711397 29435983
join 6736805 29438387
find 11658564 16388500 29439220
find 3824334 8332490 29439601
find 6992939 11085055 29442392
find 16234106 15370539 29443234
find 4496953 3949663 29443764
leave 7853671 29443852
find 12832808 5399216 29444165
find 4480119 5399216 29446046
find 16192350 11786379 29447512
find 3692325 5637491 29447592
find 764600 14865417 29447895
insert 2101286 918466 29448337
find 16551512 14711397 29449829
find 8705004 8769190 29450349
insert 14639109 9008286 29452004
insert 6877678 8725474 29452461
find 8869895 8699094 29452862
find 16667834 5913560 29453738
find 11056607 14373774 29454316
join 3827533 29456055
find 5010958 5637491 29457128
find 5463662 12759049 29457927
find 1613261 2533954 29458151
find 15187778 4557322 29458341
find 2829231 9714238 29458373
find 2923807 9325583 29458966
find 14776394 8922220 29459089
find 15857410 4539138 29459093
find 9325824 4539138 29459363
join 4054964 29459392
find 8873239 273124 29459655
find 890481 6822933 29460716
find 11513670 9408791 29460735
find 12320857 15370539 29460972
insert 16664731 13766552 29462726
find 10297117 4539138 29462960
find 16645296 13074176 29463699
find 296413 6738962 29466163
find 8742220 9988919 29466784
find 12829374 15922279 29467070
find 6877678 11614564 29467231
find 11748270 13074176 29467691
find 5077627 10987984 29467977
find 8701661 9988919 29469093
find 5859891 2091880 29469685
find 1714340 15103632 29471364
find 7928171 14973775 29471582
find 14742661 6489329 29472810
join 3265947 29472822
find 5519650 1419558 29473305
insert 7738219 13830923 29473450
find 11593653 6597625 29475371
find 4298184 4774495 29475675
insert 2966407 7216645 29475747
find 8750801 13074176 29476157
join 6842097 29477092
leave 12143344 29477995
find 2623865 14865417 29478105
insert 14196749 113080 29479797
find 1196610 11786379 29480258
insert 6736805 92710 29480441
find 10464302 14222590 29480445
find 33733 3718581 29481180
leave 9448124 29481188
find 3706274 5999956 29482812
find 12442977 9876844 29482820
leave 9227580 29482865
insert 5772179 4081966 29482965
join 516373 29482992
find 15138737 12946693 29483015
find 13834389 15781425 29483056
find 3598318 5999956 29483252
find 9438411 5399216 29483339
find 15426160 8699094 29483925
find 10112546 563256 29484052
join 5776831 29484663
find 2616385 1419558 29485236
find 7738219 4043647 29486219
insert 4734116 7274467 29486395
find 16610045 14077539 29487718
find 14238407 12588158 29487989
find 15047505 9714238 29489874
find 15430472 10049478 29492785
join 6685955 29494203
find 8631278 5637491 29494555
find 5776831 3177811 29494566
leave 8455959 29495861
find 16440301 9988919 29495951
find 3568447 9388399 29496575
find 8179462 3177811 29496970
find 10661497 5400087 29497286
find 16217322 488597 29498781
find 12999213 13766552 29499921
insert 10311773 4485399 29500085
find 1845651 5637491 29500572
find 11051321 5913560 29501198
find 16465846 15464891 29503881
find 2182584 4035738 29505057
find 4298184 14077539 29507946
insert 16734231 9690383 29508670
find 1916135 5450830 29509154
find 8705004 8913429 29509254
find 731475 9775664 29509403
find 14639109 12338360 29509601
find 33733 5400087 29509814
find 13806041 9205171 29509925
find 6170844 10049478 29510336
find 4564405 14077539 29511748
find 4293341 964704 29513138
join 5549950 29513767
find 7195896 12410160 29514788
find 890481 16517404 29514833
find 3692325 6392312 29515031
find 15216988 10987984 29515549
find 16518358 12759049 29516004
find 10803449 6822933 29517213
find 14223367 8725474 29518287
find 221049 14039986 29518329
insert 890481 12462665 29518973
find 3029352 6822933 29521726
find 71046 10246841 29523745
find 1464338 4485399 29524765
find 4239897 2943480 29526025
find 2125957 15275044 29526536
find 12400955 2091880 29526555
find 13368486 9714238 29527093
find 14287607 15275044 29527263
find 1175548 3294300 29528180
find 14597011 92710 29528430
find 1530094 9408791 29529304
find 10012144 9008286 29530074
find 12740073 11095948 29530437
find 12086137 14967980 29531049
find 15817186 9876844 29531614
find 717919 9388399 29532104
find 14639109 7804297 29532491
find 1993380 7695080 29532561
find 10661497 13051732 29534322
find 3709042 4035738 29535324
find 4606112 7181868 29535420
find 16409095 12410160 29535710
insert 12733581 7466625 29536023
insert 5077627 434879 29536860
find 12400955 1419558 29537809
insert 10443882 7307951 29538517
find 6308872 9690383 29538794
find 3110916 8769190 29538921
find 3827533 2533954 29539821
find 817228 10237068 29540588
join 10152142 29541124
insert 16419891 4258962 29541263
find 10946166 16091446 29541877
find 5160361 3177811 29541970
find 5656824 14222590 29542855
find 14933209 12338360 29544494
find 14223367 13830923 29544509
find 9440075 11786379 29544614
find 16664731 11786379 29544837
find 180396 11735985 29544918
find 4871380 11085055 29545020
find 4335201 12338360 29548139
find 5549950 14711397 29548920
find 1845651 1231578 29550293
leave 15456671 29551301
leave 3087294 29552804
find 14552176 4258962 29555143
insert 7149863 9558284 29555297
insert 4905355 9614689 29556369
find 11427716 14222590 29557586
find 15430472 8769190 29557646
find 1549178 8545876 29558950
find 897387 5450830 29560343
find 14552176 8332490 29560597
find 10216011 9690383 29561175
find 3907248 15693856 29561802
find 4549489 4485399 29561831
insert 15403848 8696276 29562189
find 6842031 6489329 29562202
insert 4734116 11368349 29562941
find 3029352 9876844 29562958
find 2923807 7181868 29563275
leave 10053941 29563338
find 6519345 13830923 29564118
join 15495840 29564206
find 263230 8913429 29566387
find 12310954 12462665 29568135
insert 14447276 10020218 29568798
leave 10443882 29568904
find 11513670 5668374 29569175
leave 3110916 29569412
find 14501769 3886162 29570900
join 6950795 29571257
find 7116273 6738962 29571713
leave 1811268 29572010
insert 16675531 6757022 29572061
find 10249703 7181868 29572170
find 15300026 11046613 29572595
find 3907248 3294300 29573960
find 12333595 14309392 29574463
find 1961187 7695080 29574637
find 8631278 12764658 29575317
find 3336630 3949663 29576057
find 16430450 12463301 29576117
find 13417915 8332490 29577713
find 13021281 14077539 29579393
find 9023140 201521 29579939
join 53278 29580062
find 16679564 13323846 29580393
find 4621469 13323846 29581382
find 10112546 6873204 29582383
find 9856044 8471060 29582918
find 5776831 9876844 29583123
find 4298184 2632588 29583647
find 5519650 273124 29584617
find 7625795 13323846 29584622
find 12743775 10049478 29585278
find 2027215 5637491 29586301
find 5305955 11786379 29586453
find 21901 9712957 29586784
find 3029352 7216645 29586974
find 12901362 5811122 29588134
find 6318752 7466892 29590691
